Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity,Hour_of_Day
821,1,4,0,4,0,2,8,3,5,2,7,4,5,7,0,3,0,4,8,1,1,2,3,2,5,3,3,2,5,10,2,18
262,6,2,1,4,0,1,5,3,5,2,7,4,5,1,0,0,3,2,8,1,1,2,3,2,5,3,0,2,5,0,2,8
641,5,4,0,1,0,2,5,3,5,2,7,4,5,0,0,3,2,2,8,1,1,2,0,1,0,2,3,2,5,1,2,15
808,0,0,2,0,2,2,0,3,4,2,6,2,5,0,5,3,0,4,2,2,1,2,1,1,0,2,6,5,5,12,2,18
808,0,0,1,4,0,1,5,3,1,2,7,2,6,0,4,3,0,4,2,2,1,7,2,0,4,2,6,5,6,0,2,18
881,6,0,1,4,0,1,5,3,5,2,9,2,5,0,0,3,2,4,1,2,1,2,2,0,3,1,6,5,0,12,2,19
881,6,0,1,4,0,1,5,3,2,2,7,4,5,0,0,3,2,4,8,2,1,2,0,1,4,2,3,2,5,9,2,19
326,0,1,2,4,0,2,5,3,5,2,7,4,5,1,0,3,3,2,8,2,1,2,3,2,5,3,0,2,5,18,1,9
326,0,0,1,4,0,0,0,3,5,3,2,4,5,1,0,3,3,2,8,2,1,11,2,0,4,2,1,2,0,10,1,9
575,6,0,1,4,2,1,0,3,0,0,6,4,5,1,1,0,3,2,8,2,1,2,3,2,5,3,0,2,5,10,2,14
575,6,2,1,2,2,1,0,3,3,2,12,6,5,1,5,0,3,2,8,2,1,2,0,1,3,2,0,2,5,10,2,14
566,0,1,1,5,0,6,10,3,1,2,7,4,5,7,0,3,3,2,8,2,1,2,1,1,1,2,0,2,5,0,2,14
566,0,1,1,4,2,0,0,3,0,2,6,4,5,7,0,3,3,2,8,2,1,2,1,1,3,2,0,2,5,12,2,14
1002,5,4,0,4,3,4,10,3,0,2,9,6,3,0,0,3,0,2,8,2,1,2,1,1,1,2,0,2,5,2,2,22
1002,5,2,1,2,0,0,10,3,0,2,4,1,5,0,0,3,0,2,8,2,1,2,1,1,3,2,0,2,5,16,2,22
197,4,0,1,0,0,0,0,3,1,2,7,4,5,7,2,3,0,8,1,2,1,11,0,1,0,2,1,2,5,13,2,7
197,4,1,1,4,0,3,4,3,0,2,9,4,5,7,0,3,0,8,1,2,1,3,1,0,0,2,0,2,5,0,2,7
225,4,0,1,2,0,0,0,3,0,2,1,2,5,7,0,3,0,4,8,2,1,2,1,1,1,2,1,2,5,11,2,7
225,4,1,2,4,0,1,5,3,5,1,6,6,5,7,0,3,0,4,8,2,1,9,0,1,1,2,3,2,5,0,2,7
287,6,1,1,0,1,1,7,3,5,2,5,2,5,7,0,3,3,4,8,2,2,9,3,2,5,3,0,2,5,10,2,8
287,6,1,1,2,0,3,8,3,0,2,5,2,5,7,0,3,3,4,8,2,2,7,1,0,3,2,0,2,5,9,2,8
679,5,2,1,1,0,2,4,3,0,2,5,4,5,7,0,3,3,2,8,1,1,7,0,0,0,2,3,2,5,0,1,16
1002,0,0,1,2,0,0,6,0,4,2,5,4,5,7,0,3,0,4,8,2,3,7,0,1,0,2,3,2,5,13,1,22
1002,0,0,1,2,0,2,8,3,5,2,5,6,3,7,0,3,0,4,8,2,3,3,3,2,5,3,0,2,5,10,1,22
1002,0,0,1,2,0,1,4,3,5,2,12,6,3,7,0,3,0,4,8,2,3,2,0,1,1,1,0,2,5,9,1,22
1002,0,0,1,4,0,0,4,3,3,2,5,2,5,7,0,3,0,4,8,2,3,2,0,1,0,1,3,2,5,10,1,22
111,2,0,1,0,0,3,0,3,5,2,5,4,5,7,0,3,0,8,8,1,1,2,3,2,5,3,3,2,5,0,2,3
326,5,2,1,0,0,1,0,3,5,2,5,2,0,0,3,0,3,2,8,6,1,2,2,1,3,2,0,2,5,0,2,9
326,5,4,0,1,0,2,7,3,1,2,5,2,7,0,0,0,3,2,8,6,1,2,3,2,5,3,0,2,5,11,2,9
326,5,4,0,1,0,0,7,3,1,2,6,4,7,0,0,0,3,2,8,6,1,2,0,1,1,2,0,2,5,0,2,9
326,5,4,0,4,0,6,0,3,1,2,5,4,7,0,0,0,3,2,8,6,1,2,0,1,0,2,0,2,5,3,2,9
326,5,4,0,5,3,6,15,3,5,2,5,4,7,0,0,0,3,2,8,6,1,2,3,2,5,3,6,5,5,3,2,9
326,5,4,0,1,0,2,7,3,1,2,5,4,5,0,0,0,3,2,8,6,1,2,2,1,4,1,6,2,0,11,2,9
245,4,3,1,4,0,1,15,3,5,2,6,4,5,7,0,3,3,4,8,2,2,2,2,1,0,1,0,2,6,7,2,7
245,4,0,1,4,0,2,4,3,5,2,1,4,5,7,0,3,3,4,8,2,2,2,3,2,5,3,6,5,5,10,2,7
919,5,0,2,2,0,1,0,3,3,2,6,4,5,2,0,3,2,4,8,2,1,2,0,1,0,2,6,5,5,0,2,20
919,5,0,1,4,0,0,7,3,1,2,7,2,6,2,0,3,2,4,8,2,1,2,2,0,1,2,6,5,5,12,2,20
743,5,0,1,4,0,0,0,3,3,2,9,2,5,7,0,3,0,2,8,2,2,2,3,2,5,3,0,2,5,10,2,17
743,5,1,2,4,0,2,0,3,3,2,9,6,5,7,0,3,0,2,2,2,2,2,0,0,3,2,6,5,5,11,2,17
743,5,1,1,3,0,7,0,3,5,2,9,4,5,7,0,3,0,2,2,2,2,2,3,2,5,3,6,5,5,11,2,17
649,2,4,0,4,0,2,0,3,3,2,7,4,5,7,0,3,3,2,8,2,2,2,2,1,1,2,0,2,1,12,2,15
649,2,0,1,4,0,0,5,3,5,2,6,2,5,7,0,3,3,2,8,2,2,2,3,2,5,3,0,2,5,3,2,15
341,2,0,1,4,0,1,7,3,5,3,7,2,5,0,0,3,3,4,8,3,1,2,0,0,0,2,0,2,5,1,2,9
341,2,2,1,4,0,3,8,3,3,3,7,6,5,0,0,3,3,4,8,3,1,2,3,2,5,3,0,2,5,0,2,9
341,2,1,1,4,2,2,8,3,2,3,6,2,5,0,0,3,3,4,2,3,1,2,0,1,0,2,6,5,5,9,2,9
420,1,0,0,2,0,0,0,3,4,3,2,6,5,1,0,0,3,2,8,2,1,9,0,0,0,2,0,2,5,3,1,11
420,1,2,0,4,0,3,3,3,5,2,7,2,5,1,0,0,3,2,2,2,1,7,3,2,5,3,6,5,5,4,1,11
522,0,4,0,4,0,0,0,3,5,3,7,1,5,1,0,0,3,2,2,2,1,3,0,1,0,1,6,5,5,4,2,13
522,0,0,1,4,0,1,10,3,5,3,6,0,5,1,0,0,3,2,1,2,1,2,3,2,5,3,6,5,5,11,2,13
671,4,0,1,4,0,3,5,3,5,3,6,1,6,7,4,3,3,4,8,2,3,3,0,0,3,2,6,5,5,0,2,15
671,4,0,1,4,0,1,10,3,5,3,6,4,5,7,5,3,3,4,2,2,3,2,0,1,3,2,6,5,5,1,2,15
671,4,1,2,1,0,2,7,3,5,2,6,0,5,7,0,3,3,4,8,2,3,2,0,0,3,2,0,2,5,3,2,15
394,4,1,1,5,3,6,5,3,5,3,13,2,5,7,0,3,3,2,8,2,2,2,0,1,1,2,0,2,5,10,2,10
394,4,1,1,1,0,0,5,3,4,3,6,4,5,7,0,3,3,2,8,2,2,2,1,1,4,2,0,2,5,7,2,10
624,4,0,1,1,0,2,3,3,5,3,7,5,5,1,0,0,3,2,8,2,1,2,0,1,0,1,0,2,5,5,2,15
624,4,0,1,1,0,2,8,3,5,3,7,0,5,1,0,0,3,2,8,2,1,11,0,1,0,1,0,2,5,1,2,15
831,4,0,1,4,0,0,8,0,5,3,7,2,5,7,0,3,0,4,8,1,1,2,3,2,5,3,0,2,5,3,2,18
113,1,0,1,4,0,2,5,3,5,3,6,5,5,1,0,3,0,5,2,2,2,11,0,0,1,2,6,5,5,9,2,3
113,1,0,1,4,0,2,5,3,5,3,6,5,5,1,0,3,0,5,8,2,2,2,3,2,5,3,0,2,5,18,2,3
113,1,0,2,4,0,1,0,3,5,3,6,2,5,1,0,3,0,5,2,2,2,3,0,1,0,2,6,5,5,1,2,3
778,3,1,1,4,0,0,7,0,5,2,6,2,5,0,0,0,0,2,8,2,3,2,3,2,5,3,0,2,5,3,2,17
778,3,0,1,4,0,2,17,3,1,3,2,4,5,0,0,0,0,2,8,2,3,2,3,2,5,3,0,2,5,12,2,17
778,3,0,1,4,0,4,7,0,5,3,6,2,5,0,0,0,0,2,8,2,3,3,0,1,0,1,0,2,5,9,2,17
778,3,0,1,4,0,2,0,0,5,3,9,2,5,0,4,0,0,2,2,2,3,2,2,0,4,2,6,5,5,0,2,17
860,0,1,1,4,2,2,8,3,5,3,12,2,5,0,0,3,0,4,2,1,1,9,2,0,4,1,6,5,1,17,2,19
364,4,1,1,5,2,2,0,3,5,3,6,4,5,7,0,0,3,2,8,2,1,2,0,1,4,1,0,2,5,10,1,10
364,4,2,1,4,0,2,9,3,2,3,7,4,5,7,0,0,3,2,8,2,1,2,3,2,5,3,0,2,5,3,1,10
342,0,3,1,2,0,1,0,3,5,3,7,0,5,0,0,0,3,2,8,2,1,11,2,1,1,2,0,2,5,10,2,9
342,0,0,1,0,0,2,7,0,5,2,7,0,5,0,0,0,3,2,8,2,1,2,0,1,0,2,0,2,5,0,2,9
694,1,0,1,4,0,3,9,3,2,2,7,2,5,7,0,3,0,2,8,2,1,2,0,0,1,2,3,2,5,11,2,16
694,1,0,2,4,0,4,14,3,5,2,6,0,6,7,0,3,0,2,8,2,1,2,2,1,1,2,3,2,5,10,2,16
889,4,0,1,1,0,2,5,3,5,3,6,2,5,7,0,0,0,2,8,1,1,2,0,1,4,2,0,2,5,10,2,19
726,6,0,1,1,0,1,5,3,5,3,6,5,6,7,0,0,0,2,2,1,1,7,0,0,3,2,6,5,5,0,2,16
505,6,1,1,4,0,1,5,3,5,3,6,5,6,1,4,0,3,2,2,1,1,2,3,2,5,3,6,5,5,10,2,12
882,0,1,2,4,0,0,0,3,5,3,6,1,5,7,0,3,0,4,2,2,2,3,0,1,1,2,6,5,5,0,2,19
882,0,0,1,4,0,1,5,4,5,3,6,2,5,7,0,3,0,4,8,2,2,2,3,2,5,3,0,2,5,10,2,19
768,2,0,1,4,0,1,17,3,5,3,6,5,5,0,5,3,0,4,8,2,2,2,0,0,0,2,6,2,5,10,2,17
768,2,2,1,4,0,3,9,3,2,3,7,4,5,0,0,3,0,4,8,2,2,2,1,0,3,2,0,2,5,10,2,17
768,2,2,1,2,0,4,0,3,5,2,7,2,5,0,0,3,0,4,8,2,2,2,0,1,1,2,0,2,5,0,2,17
831,5,0,1,4,0,1,14,4,1,2,9,2,5,0,0,0,0,2,1,2,1,2,2,1,4,2,6,5,5,1,2,18
831,5,0,1,2,0,3,0,3,5,2,7,2,5,0,2,0,0,2,1,2,1,9,3,2,5,3,3,2,5,9,2,18
665,4,1,1,4,0,3,5,3,2,2,7,2,5,7,0,3,3,2,8,1,1,2,1,0,0,2,0,2,5,1,2,15
621,3,3,1,2,0,2,7,0,5,2,7,2,5,1,0,0,3,2,8,1,1,2,3,2,5,3,0,2,5,10,2,14
758,0,1,1,4,0,3,8,3,2,3,7,4,5,7,0,3,2,2,8,2,2,3,0,1,4,2,0,2,5,16,1,17
758,0,1,1,4,0,0,17,3,5,3,4,4,5,7,0,3,2,2,8,2,2,2,3,2,5,3,0,2,5,13,1,17
758,0,1,1,4,0,1,5,3,2,3,4,4,5,7,0,3,2,2,8,2,2,2,3,2,5,3,0,2,5,13,1,17
755,3,2,1,1,0,1,0,3,5,2,2,0,5,0,0,3,0,2,8,2,2,2,0,1,1,2,0,2,5,1,1,17
755,3,3,1,1,1,2,10,3,5,2,7,4,5,0,0,3,0,2,8,2,2,4,0,1,4,2,0,2,5,11,1,17
679,1,0,1,4,0,2,0,3,3,3,7,4,5,7,0,0,3,2,8,3,1,2,3,2,5,3,0,2,5,12,2,16
679,1,1,1,2,2,2,5,3,5,2,6,4,5,7,0,0,3,2,8,3,1,2,3,2,5,3,0,2,5,0,2,16
679,1,0,1,4,0,3,9,3,5,2,6,4,5,7,0,0,3,2,8,3,1,9,0,1,0,2,0,2,5,0,2,16
304,4,0,1,4,0,4,6,0,4,3,9,2,5,0,0,3,3,3,2,2,1,3,3,2,5,3,6,5,5,16,2,9
304,4,0,1,4,1,4,9,3,5,2,4,4,5,0,0,3,3,3,6,2,1,2,0,1,1,2,3,2,5,10,2,9
299,2,0,1,4,0,3,5,3,5,2,6,4,5,7,0,0,3,2,8,1,1,2,3,2,5,3,3,2,5,12,2,8
392,0,1,1,2,2,2,0,3,5,2,7,4,5,1,0,0,3,2,8,1,1,2,0,1,3,2,0,2,5,1,2,10
692,6,0,1,1,2,2,5,3,5,3,7,2,5,5,0,3,0,2,8,1,1,7,3,2,5,3,0,2,5,0,2,16
754,4,0,1,4,0,1,14,3,5,2,9,4,5,1,0,3,0,2,8,4,2,2,0,0,3,2,3,2,5,10,2,17
754,4,1,1,4,0,1,8,3,5,3,6,2,5,1,0,3,0,2,8,4,2,2,3,2,5,3,3,2,5,3,2,17
754,4,1,1,0,0,2,0,1,5,3,9,6,5,1,2,3,0,2,2,4,2,2,1,1,0,2,6,5,5,11,2,17
754,4,1,1,4,2,1,0,3,5,3,6,2,5,1,0,3,0,2,2,4,2,6,3,2,5,3,1,2,5,3,2,17
658,1,0,1,5,3,6,17,4,5,3,2,2,5,7,0,0,3,2,8,4,1,2,2,0,4,2,6,5,6,9,2,15
658,1,0,1,4,0,1,7,1,2,3,9,2,5,7,0,0,3,2,2,4,1,2,0,0,0,2,6,5,5,10,2,15
658,1,0,1,4,0,2,0,3,3,3,12,6,5,7,0,0,3,2,8,4,1,11,3,2,5,3,6,5,5,10,2,15
658,1,1,0,4,0,1,10,3,2,3,3,6,3,7,0,0,3,2,8,4,1,2,3,2,5,3,0,2,5,10,2,15
719,4,0,1,1,0,0,10,3,1,3,7,4,5,7,0,3,0,0,8,3,2,2,0,1,0,2,0,2,5,0,2,16
719,4,2,2,2,0,6,0,3,5,3,12,0,5,7,0,3,0,0,8,3,2,8,0,0,4,2,0,2,5,0,2,16
719,4,1,1,4,2,0,9,3,3,2,7,6,5,7,0,3,0,0,8,3,2,2,0,1,1,2,0,2,5,9,2,16
778,3,0,1,4,0,1,9,3,2,3,4,4,5,3,0,3,0,4,8,2,2,5,3,2,5,3,0,2,5,1,2,17
778,3,1,1,4,0,0,5,3,5,2,2,2,5,3,0,3,0,4,1,2,2,2,0,1,3,1,3,2,5,12,2,17
444,2,4,0,1,0,3,0,3,5,2,6,2,5,7,2,2,3,6,8,3,2,7,3,2,5,3,3,2,5,9,2,11
444,2,2,1,4,0,1,8,3,5,2,7,2,5,7,0,2,3,6,2,3,2,2,0,0,3,2,3,2,5,3,2,11
444,2,1,2,4,0,1,8,3,5,2,6,0,5,7,0,2,3,6,8,3,2,2,1,0,0,2,3,2,5,3,2,11
444,2,1,1,4,0,1,5,3,5,2,6,0,5,7,0,2,3,6,2,3,2,11,3,2,5,3,6,5,5,5,2,11
456,2,2,1,4,0,1,0,0,5,2,6,0,5,0,0,2,3,6,8,3,2,2,2,0,1,1,3,2,5,11,2,12
456,2,2,1,1,0,1,14,3,5,2,9,0,5,0,0,2,3,6,8,3,2,3,3,2,5,3,3,2,5,12,2,12
456,2,0,1,4,0,1,6,3,5,2,6,0,5,0,0,2,3,6,1,3,2,2,1,1,0,2,3,2,5,3,2,12
456,2,0,1,1,0,2,17,3,1,3,7,4,5,0,0,2,3,6,8,3,2,3,3,2,5,3,0,2,5,9,2,12
238,0,1,1,1,0,1,7,3,1,3,4,1,9,1,0,3,3,6,8,2,1,2,0,1,1,2,6,5,5,3,2,7
238,0,1,1,4,0,3,0,3,5,2,7,1,5,1,3,3,3,6,8,2,1,2,1,0,4,2,0,2,5,12,2,7
902,3,0,1,4,0,3,0,3,5,2,6,0,5,1,0,0,2,6,8,2,2,11,3,2,5,3,0,2,5,1,2,19
902,3,1,1,2,0,3,17,0,5,3,6,2,5,1,0,0,2,6,1,2,2,2,2,1,4,2,3,2,2,0,2,19
933,3,2,1,4,0,2,11,0,5,2,13,0,5,1,0,3,0,2,8,2,6,2,2,0,4,2,0,2,2,12,2,20
933,3,2,1,4,2,1,0,3,5,3,7,5,5,1,0,3,0,2,8,2,6,2,3,2,5,3,0,2,5,3,2,20
933,3,2,1,1,0,0,7,3,5,3,6,0,5,1,0,3,0,2,8,2,6,9,0,1,0,1,6,5,5,9,2,20
933,3,2,1,4,0,1,0,3,5,2,6,2,5,1,0,3,0,2,8,2,6,2,2,1,4,1,0,2,3,10,2,20
933,3,2,1,4,0,2,7,3,2,3,6,4,5,1,0,3,0,2,2,2,6,2,0,1,1,2,0,2,5,0,2,20
933,3,1,1,5,3,6,5,3,5,3,7,4,5,1,0,3,0,2,8,2,6,2,0,1,0,2,0,2,5,0,2,20
563,6,2,2,1,2,2,8,3,5,2,7,4,5,0,0,2,3,2,8,4,2,7,1,0,4,2,0,2,5,10,2,13
563,6,0,1,2,1,3,10,3,5,2,1,4,5,0,0,2,3,2,8,4,2,1,1,0,0,2,0,2,5,0,2,13
563,6,4,0,4,0,3,0,3,5,2,2,4,5,0,0,2,3,2,8,4,2,2,1,1,4,2,3,2,5,3,2,13
563,6,4,0,4,0,0,8,2,0,2,1,6,5,0,0,2,3,2,2,4,2,1,3,2,5,3,6,5,5,0,2,13
552,3,3,1,2,2,6,0,3,2,2,12,6,5,1,0,3,3,6,8,2,1,2,3,2,5,3,3,2,5,10,2,13
552,3,0,1,4,0,1,5,3,5,2,2,0,5,1,0,3,3,6,8,2,1,2,0,1,1,2,0,2,5,1,2,13
232,0,0,1,4,0,2,0,3,2,3,6,5,5,7,0,0,0,2,8,2,1,2,3,2,5,3,6,5,5,10,2,7
232,0,0,1,4,0,1,5,3,1,3,9,1,3,7,0,0,0,2,8,2,1,2,0,1,0,2,6,5,5,4,2,7
654,4,1,1,4,0,3,5,3,5,2,7,1,5,1,0,0,3,2,8,1,1,2,2,0,3,2,0,2,2,10,2,15
906,0,2,1,1,0,2,5,3,5,2,7,4,5,7,0,3,0,0,8,2,2,2,3,2,5,3,0,2,5,16,2,20
906,0,1,1,4,0,2,10,0,0,2,4,1,5,7,0,3,0,0,8,2,2,2,0,1,3,2,0,2,5,5,2,20
906,0,1,1,0,0,0,0,0,0,2,2,6,3,7,0,3,0,0,8,2,2,2,3,2,5,3,3,2,5,11,2,20
779,4,2,1,1,0,3,7,1,0,2,6,6,5,7,2,2,0,3,8,2,3,2,0,0,0,2,0,2,5,9,2,17
779,4,2,1,1,0,2,7,3,5,2,6,4,5,7,0,2,0,3,8,2,3,3,1,1,1,2,3,2,5,1,2,17
779,4,1,1,1,0,1,7,3,5,3,6,0,5,7,0,2,0,3,8,2,3,2,1,1,0,2,0,2,5,0,2,17
585,0,0,1,1,0,1,0,3,1,3,7,2,5,7,0,0,3,2,2,1,1,2,3,2,5,3,0,2,5,1,2,14
467,3,1,1,4,0,2,7,3,5,3,6,4,5,7,0,0,3,2,2,2,1,2,0,0,0,2,6,5,5,5,2,12
467,3,0,2,4,0,0,5,3,5,2,7,0,5,7,0,0,3,2,2,2,1,2,3,2,5,3,6,5,5,12,2,12
228,5,0,1,4,0,2,9,3,3,2,4,2,5,7,0,3,0,2,1,1,1,2,1,1,0,2,3,2,5,12,2,7
684,6,1,1,4,0,2,5,3,5,2,9,6,5,7,0,3,0,4,8,1,1,2,3,2,5,3,0,2,5,0,2,16
279,6,1,1,0,0,2,9,3,5,2,7,2,5,7,3,3,3,8,8,2,1,2,1,0,0,2,0,2,5,1,2,8
279,6,0,1,4,0,3,5,3,2,3,7,1,5,7,0,3,3,8,1,2,1,2,2,0,4,2,3,2,6,1,2,8
284,6,0,1,1,0,1,7,3,0,2,7,1,5,7,0,0,3,2,8,1,1,2,3,2,5,3,0,2,5,0,2,8
840,5,0,1,4,0,2,5,3,5,3,7,4,5,7,0,0,0,2,8,1,1,2,1,0,1,2,0,2,5,0,2,18
496,0,1,1,5,3,6,17,4,5,3,7,2,5,7,4,0,3,2,8,2,1,2,3,2,5,3,6,2,5,7,2,12
496,0,1,1,4,0,2,11,0,4,2,9,6,3,7,0,0,3,2,8,2,1,2,3,2,5,3,0,2,5,16,2,12
228,6,0,1,4,0,6,5,3,5,2,6,2,5,7,0,0,3,2,8,2,1,2,0,1,0,2,3,2,5,0,2,7
228,6,1,2,4,0,6,7,3,5,3,6,2,5,7,0,0,3,2,8,2,1,2,3,2,5,3,3,2,5,5,2,7
160,3,4,0,4,0,0,7,3,5,2,7,2,5,0,0,0,0,2,2,2,1,2,0,1,0,2,6,2,5,3,1,6
160,3,0,1,0,2,2,0,3,3,2,7,1,5,0,0,0,0,2,1,2,1,2,0,1,1,2,3,2,5,9,1,6
624,2,1,1,4,0,1,5,3,5,2,6,2,5,7,0,0,3,2,8,1,1,2,0,1,1,2,0,2,5,10,2,15
793,6,1,1,4,2,2,8,3,1,3,6,4,5,0,0,0,2,2,8,1,1,7,3,2,5,3,0,2,5,12,2,18
974,4,0,1,2,0,1,0,3,5,2,7,2,5,7,0,3,0,2,2,2,2,2,0,1,1,1,6,2,5,17,2,21
974,4,0,1,4,0,3,17,3,5,2,7,2,5,7,0,3,0,2,8,2,2,2,3,2,5,3,0,2,5,0,2,21
974,4,0,2,4,0,4,7,0,5,3,9,2,5,7,0,3,0,2,8,2,2,2,0,1,1,2,0,2,5,10,2,21
728,0,1,1,4,0,4,0,3,0,2,7,4,5,1,0,0,3,2,8,3,3,11,2,1,4,1,0,2,0,9,2,16
728,0,1,1,5,2,6,14,3,5,2,6,4,5,1,0,0,3,2,8,3,3,2,0,1,4,1,3,2,5,12,2,16
728,0,1,1,4,0,1,7,3,1,2,6,4,5,1,0,0,3,2,8,3,3,2,3,2,5,3,0,2,5,12,2,16
728,0,4,0,5,3,6,17,4,5,3,7,4,5,1,0,0,3,2,8,3,3,2,0,1,1,2,0,2,5,10,2,16
728,0,4,0,1,0,5,12,3,5,3,7,5,5,1,3,0,3,2,8,3,3,2,0,1,1,2,6,2,5,10,2,16
919,1,0,1,4,0,3,17,3,3,3,7,4,5,1,0,0,2,2,8,2,2,2,0,0,1,2,0,2,5,16,2,20
919,1,0,1,4,2,3,7,3,5,2,6,5,5,1,0,0,2,2,2,2,2,2,1,1,4,2,6,5,5,5,2,20
919,1,0,1,4,0,3,5,3,3,2,6,2,5,1,0,0,2,2,2,2,2,11,1,0,4,2,6,5,5,1,2,20
649,5,1,1,4,0,3,5,3,5,2,7,2,3,7,4,0,3,2,2,1,1,3,1,1,4,2,6,5,5,0,2,15
921,4,1,2,4,2,2,5,3,3,2,2,6,5,1,0,3,0,2,8,2,1,2,3,2,5,3,3,2,5,3,2,20
921,4,1,1,4,0,4,14,0,5,2,4,4,5,1,4,3,0,2,1,2,1,9,1,1,0,2,3,2,5,9,2,20
517,3,1,1,4,0,1,5,1,1,3,7,4,5,0,0,3,3,4,8,2,2,9,1,0,0,2,0,2,5,9,2,13
517,3,1,1,4,0,6,0,3,2,2,7,2,5,0,0,3,3,4,1,2,2,7,3,2,5,3,3,2,5,1,2,13
517,3,1,1,0,0,0,0,3,0,3,6,4,7,0,0,3,3,4,8,2,2,7,0,1,1,2,0,2,5,12,2,13
703,5,1,1,4,0,0,8,3,5,2,7,1,5,0,0,0,3,2,1,2,1,7,3,2,5,3,3,2,5,2,2,16
703,5,1,1,4,0,0,15,3,5,2,1,4,3,0,0,0,3,2,8,2,1,3,0,1,1,2,1,2,5,5,2,16
639,1,1,1,5,0,2,17,0,5,2,7,2,3,1,0,0,3,2,8,1,1,2,2,1,0,1,0,2,1,1,1,15
773,6,0,1,4,0,3,0,0,2,2,2,2,5,1,0,0,3,2,8,1,1,2,0,0,3,0,0,2,5,3,2,17
823,5,0,1,4,0,3,17,3,5,3,9,4,5,1,0,0,0,2,8,3,3,2,1,0,4,1,0,2,5,10,2,18
823,5,0,1,4,0,2,3,3,2,2,6,2,9,1,0,0,0,2,8,3,3,2,0,1,1,1,0,2,5,0,2,18
823,5,1,1,4,0,1,9,3,1,2,7,2,5,1,0,0,0,2,8,3,3,2,2,0,1,2,0,2,1,10,2,18
823,5,2,1,4,0,4,8,0,1,3,6,4,5,1,0,0,0,2,8,3,3,2,2,0,3,1,0,2,5,10,2,18
826,2,1,1,4,0,0,17,3,5,3,6,6,5,1,0,0,0,2,8,2,1,2,3,2,5,3,3,2,5,7,2,18
826,2,1,1,4,0,2,7,3,5,2,7,1,0,1,0,0,0,2,8,2,1,2,3,2,5,3,3,2,5,16,2,18
464,0,0,1,4,0,4,5,3,5,2,9,4,5,7,0,0,3,2,8,2,1,2,0,0,1,2,3,2,5,3,2,12
464,0,0,1,1,0,2,0,3,5,2,1,1,5,7,0,0,3,2,8,2,1,9,3,2,5,3,0,2,5,5,2,12
630,1,0,1,4,0,1,8,3,5,2,2,4,5,7,0,0,3,7,8,3,4,2,0,0,1,2,6,2,5,9,1,15
630,1,0,1,4,0,2,5,3,5,2,7,1,5,7,0,0,3,7,6,3,4,3,3,2,5,3,6,2,5,17,1,15
630,1,2,2,1,0,2,5,3,5,2,7,4,5,7,0,0,3,7,2,3,4,2,0,1,1,2,3,2,5,5,1,15
630,1,2,1,4,0,3,3,3,5,2,7,2,5,7,0,0,3,7,8,3,4,2,3,2,5,3,0,2,5,1,1,15
298,4,0,1,4,0,0,11,0,5,2,9,6,5,0,0,0,3,2,8,1,1,3,0,1,3,2,1,2,5,0,2,8
724,6,1,1,2,0,4,11,3,3,2,12,6,5,1,0,0,3,2,8,1,1,2,2,1,3,1,2,2,7,10,1,16
852,2,0,1,1,0,3,0,3,3,2,2,2,5,0,2,3,0,2,1,2,1,2,2,0,4,2,0,2,2,10,2,19
852,2,0,1,2,2,0,0,3,3,2,7,6,5,0,0,3,0,2,1,2,1,12,0,0,1,2,0,2,5,12,2,19
257,1,0,1,4,0,1,0,3,4,3,7,2,5,7,0,3,3,1,8,2,1,3,2,1,0,2,0,2,8,9,2,8
257,1,1,1,5,0,2,7,3,1,3,6,4,5,7,0,3,3,1,8,2,1,3,2,1,0,2,6,2,3,9,2,8
781,2,0,1,2,2,1,9,3,1,3,6,2,5,7,0,0,3,2,1,2,1,2,0,1,0,1,1,2,5,7,2,17
781,2,1,1,2,0,3,0,3,1,2,7,4,5,7,0,0,3,2,1,2,1,11,0,1,0,2,6,2,5,0,2,17
950,5,0,1,4,0,0,14,3,4,2,3,4,5,7,0,3,0,8,1,1,1,2,0,1,1,2,6,2,5,0,1,20
566,2,1,1,1,0,0,0,3,1,3,7,4,5,7,0,0,3,2,8,2,1,2,1,0,4,2,6,2,5,12,2,14
566,2,0,1,2,0,0,0,3,5,3,7,2,5,7,0,0,3,2,2,2,1,2,0,1,4,1,6,5,5,1,2,14
608,0,2,1,0,0,2,0,3,5,3,7,4,5,3,0,0,3,2,8,1,1,3,0,1,3,2,0,2,5,1,2,14
700,5,2,1,5,3,6,17,4,5,3,7,0,5,7,0,0,3,2,8,2,1,2,3,2,5,3,3,2,5,3,1,16
700,5,2,1,4,0,2,17,0,5,2,7,2,6,7,3,0,3,2,2,2,1,2,0,1,1,2,6,5,5,0,1,16
560,2,1,2,1,2,2,8,3,3,2,3,2,5,7,0,0,3,2,8,2,2,2,3,2,5,3,0,2,5,1,2,13
